,GAMEID,HOME_ELO,AWAY_ELO
5227,20141116OKCHOU,1605,1660
5228,20141116LALGSW,1357,1631
5229,20141117CLEDEN,1455,1455
5230,20141117BOSPHO,1348,1558
5231,20141117BRKMIA,1533,1581
5232,20141117DETORL,1353,1324
5233,20141117MEMHOU,1688,1672
5234,20141117SASPHI,1701,1234
5235,20141117PORNOP,1606,1470
5236,20141117LACCHI,1660,1592
5237,20141118ATLLAL,1493,1351
5238,20141118MILNYK,1306,1457
5239,20141118UTAOKC,1380,1594
5240,20141118SACNOP,1458,1466
5241,20141119CLESAS,1442,1702
5242,20141119ORLLAC,1338,1646
5243,20141119PHIBOS,1233,1341
5244,20141119WASDAL,1557,1601
5245,20141119BRKMIL,1521,1317
5246,20141119DETPHO,1339,1565
5247,20141119TORMEM,1581,1695
5248,20141119MINNYK,1458,1445
5249,20141119DENOKC,1468,1580
5250,20141119HOULAL,1665,1367
5251,20141120MIALAC,1592,1650
5252,20141120SACCHI,1446,1607
5253,20141121PHIPHO,1223,1572
5254,20141121ATLDET,1477,1333
5255,20141121TORMIL,1591,1334
5256,20141121MEMBOS,1684,1351
5257,20141121MINSAS,1465,1708
5258,20141121OKCBRK,1570,1504
5259,20141121WASCLE,1546,1437
5260,20141121DALLAL,1612,1386
5261,20141121DENNOP,1478,1478
5262,20141121GSWUTA,1636,1393
5263,20141121PORCHI,1610,1595
5264,20141122INDPHO,1526,1575
5265,20141122ORLMIA,1333,1581
5266,20141122CLETOR,1432,1593
5267,20141122NYKPHI,1438,1219
5268,20141122HOUDAL,1647,1615
5269,20141122MINSAC,1459,1457
5270,20141122MILWAS,1332,1550
5271,20141122SASBRK,1714,1519
5272,20141122UTANOP,1391,1471
5273,20141123BOSPOR,1349,1617
5274,20141123MEMLAC,1686,1661
5275,20141123OKCGSW,1556,1639
5276,20141123LALDEN,1383,1485
5277,20141124CLEORL,1424,1327
5278,20141124PHIPOR,1216,1622
5279,20141124TORPHO,1602,1587
5280,20141124HOUNYK,1653,1441
5281,20141124DALIND,1608,1515
5282,20141124UTACHI,1380,1588
5283,20141125WASATL,1557,1481
5284,20141125MIAGSW,1587,1649
5285,20141125MILDET,1325,1329
5286,20141125NOPSAC,1482,1470
5287,20141125DENCHI,1495,1595
5288,20141126CLEWAS,1429,1542
5289,20141126ORLGSW,1322,1660
5290,20141126PHIBRK,1213,1515
5291,20141126ATLTOR,1495,1608
5292,20141126DALNYK,1593,1438
5293,20141126DETLAC,1321,1655
5294,20141126HOUSAC,1656,1483
5295,20141126MINMIL,1446,1333
5296,20141126OKCUTA,1545,1373
5297,20141126SASIND,1717,1530
5298,20141126PHODEN,1580,1505
5299,20141126LALMEM,1373,1692
5300,20141128BOSCHI,1344,1585
5301,20141128ATLNOP,1486,1468
5302,20141128DETMIL,1317,1348
5303,20141128TORDAL,1618,1597
5304,20141128HOULAC,1659,1659
5305,20141128INDORL,1527,1318
5306,20141128OKCNYK,1549,1435
5307,20141128SASSAC,1720,1480
5308,20141128DENPHO,1500,1585
5309,20141128PORMEM,1625,1697
5310,20141128LALMIN,1369,1431
5311,20141129PHIDAL,1209,1610
5312,20141129WASNOP,1532,1462
5313,20141129CLEIND,1439,1530
5314,20141129MILHOU,1360,1647
5315,20141129UTALAC,1370,1672
5316,20141130BOSSAS,1338,1723
5317,20141130BRKCHI,1520,1591
5318,20141130DETGSW,1305,1664
5319,20141130SACMEM,1477,1708
5320,20141130NYKMIA,1430,1576
5321,20141130PHOORL,1576,1315
5322,20141130PORMIN,1614,1442
5323,20141130LALTOR,1357,1605
5324,20141201PHISAS,1206,1726
5325,20141201WASMIA,1537,1584
5326,20141201UTADEN,1365,1510
5327,20141201LACMIN,1677,1438
5328,20141202CLEMIL,1449,1355
5329,20141202ATLBOS,1492,1335
5330,20141202DETLAL,1302,1371
5331,20141202NYKBRK,1421,1509
5332,20141202CHIDAL,1602,1613
5333,20141202NOPOKC,1456,1553
5334,20141202DENPOR,1518,1618
5335,20141202PHOIND,1558,1520
5336,20141202SACTOR,1471,1591
5337,20141202GSWORL,1668,1333
5338,20141203WASLAL,1546,1382
5339,20141203BOSDET,1331,1291
5340,20141203BRKSAS,1520,1728
5341,20141203MIAATL,1576,1496
5342,20141203HOUMEM,1652,1714
5343,20141203MILDAL,1350,1626
5344,20141203MINPHI,1436,1204
5345,20141203UTATOR,1356,1600
5346,20141203LACORL,1679,1332
5347,20141204NYKCLE,1411,1454
5348,20141204PORIND,1628,1514
5349,20141204GSWNOP,1669,1466
5350,20141205PHIOKC,1222,1543
5351,20141205WASDEN,1550,1508
5352,20141205BOSLAL,1337,1379
5353,20141205BRKATL,1533,1511
5354,20141205TORCLE,1606,1465
5355,20141205MEMSAS,1705,1715
5356,20141205MINHOU,1418,1661
5357,20141205DALPHO,1631,1564
5358,20141205MILMIA,1345,1561
5359,20141205UTAORL,1350,1330
5360,20141205SACIND,1461,1509
5361,20141206DETPHI,1285,1217
5362,20141206CHIGSW,1590,1672
5363,20141206HOUPHO,1667,1579
5364,20141206SASMIN,1727,1412
5365,20141206SACORL,1470,1344
5366,20141206LACNOP,1681,1463
5367,20141207BOSWAS,1345,1556
5368,20141207ATLDEN,1524,1502
5369,20141207DETOKC,1270,1548
5370,20141207MEMMIA,1693,1548
5371,20141207DALMIL,1617,1358
5372,20141207NYKPOR,1399,1632
5373,20141207LALNOP,1370,1460
5374,20141208INDATL,1501,1531
5375,20141208WASBOS,1543,1358
5376,20141208BRKCLE,1519,1481
5377,20141208TORDEN,1590,1495
5378,20141208MINGSW,1411,1683
5379,20141208SACUTA,1454,1337
5380,20141208LACPHO,1683,1574
5381,20141209CLETOR,1495,1595
5382,20141209DETPOR,1265,1639
5383,20141209MEMDAL,1697,1619
5384,20141209NOPNYK,1471,1393
5385,20141209OKCMIL,1553,1356
5386,20141209PHOMIA,1569,1544
5387,20141209UTASAS,1333,1729
5388,20141209LALSAC,1360,1459
5389,20141210INDLAC,1489,1688
5390,20141210ORLWAS,1359,1546
5391,20141210ATLPHI,1543,1232
5392,20141210CHIBRK,1579,1506
5393,20141210DALNOP,1614,1476
5394,20141210MINPOR,1405,1642
5395,20141210SASNYK,1712,1388
5396,20141210DENMIA,1491,1558
5397,20141210GSWHOU,1688,1672
5398,20141211OKCCLE,1556,1505
5399,20141211SACHOU,1449,1665
5400,20141212CHIPOR,1584,1628
5401,20141212WASLAC,1553,1695
5402,20141212ATLORL,1545,1352
5403,20141212BOSNYK,1355,1386
5404,20141212BRKPHI,1500,1230
5405,20141212TORIND,1585,1482
5406,20141212MINOKC,1419,1562
5407,20141212NOPCLE,1472,1499
5408,20141212PHODET,1556,1261
5409,20141212UTAMIA,1349,1548
5410,20141212SASLAL,1714,1370
5411,20141213DALGSW,1618,1695
5412,20141213INDPOR,1477,1620
5413,20141213ORLATL,1349,1548
5414,20141213MILLAC,1353,1684
5415,20141213PHIMEM,1228,1702
5416,20141213HOUDEN,1672,1500
5417,20141213SACDET,1442,1280
5418,20141214MIACHI,1556,1593
5419,20141214NOPGSW,1480,1706
5420,20141214WASUTA,1565,1342
5421,20141214MINLAL,1410,1389
5422,20141214OKCPHO,1571,1538
5423,20141214NYKTOR,1398,1590
5424,20141214DENSAS,1496,1695
5425,20141215INDLAL,1468,1402
5426,20141215PHIBOS,1226,1343
5427,20141215ATLCHI,1535,1605
5428,20141215TORORL,1597,1361
5429,20141215PHOMIL,1531,1368
5430,20141215PORSAS,1629,1702
5431,20141215LACDET,1668,1296
5432,20141216WASMIN,1567,1397
5433,20141216BRKMIA,1502,1544
5434,20141216MEMGSW,1704,1712
5435,20141216NOPUTA,1473,1340
5436,20141216NYKDAL,1391,1607
5437,20141216SACOKC,1426,1577
5438,20141217CLEATL,1491,1544
5439,20141217BOSORL,1353,1359
5440,20141217DETDAL,1295,1614
5441,20141217MIAUTA,1556,1335
5442,20141217TORBRK,1600,1491
5443,20141217SASMEM,1693,1711
5444,20141217PORMIL,1638,1385
5445,20141217DENHOU,1489,1675
5446,20141217LACIND,1669,1474
5447,20141218CHINYK,1596,1384
5448,20141218HOUNOP,1683,1477
5449,20141218SACMIL,1417,1383
5450,20141218GSWOKC,1705,1586
5451,20141219ORLUTA,1352,1353
5452,20141219BOSMIN,1360,1393
5453,20141219CLEBRK,1480,1486
5454,20141219DETTOR,1290,1604
5455,20141219MIAWAS,1538,1571
5456,20141219MEMCHI,1724,1598
5457,20141219SASPOR,1681,1640
5458,20141219DENLAC,1481,1672
5459,20141219LALOKC,1396,1581
5460,20141220NYKPHO,1381,1515
5461,20141220NOPPOR,1495,1654
5462,20141220HOUATL,1666,1555
5463,20141220DALSAS,1618,1667
5464,20141220DENIND,1494,1471
5465,20141220LACMIL,1660,1396
5466,20141221TORNYK,1609,1372
5467,20141221CLEMEM,1487,1708
5468,20141221BRKDET,1479,1286
5469,20141221MIABOS,1526,1368
5470,20141221ORLPHI,1339,1216
5471,20141221SACLAL,1403,1389
5472,20141221WASPHO,1583,1524
5473,20141221MININD,1385,1464
5474,20141221OKCNOP,1589,1486
5475,20141222CHITOR,1614,1611
5476,20141222HOUPOR,1650,1662
5477,20141222MEMUTA,1695,1365
5478,20141222DALATL,1627,1571
5479,20141222SASLAC,1658,1662
5480,20141222GSWSAC,1709,1410
5481,20141223CLEMIN,1501,1375
5482,20141223INDNOP,1475,1501
5483,20141223ORLBOS,1323,1365
5484,20141223WASCHI,1568,1621
5485,20141223ATLLAC,1585,1655
5486,20141223BRKDEN,1482,1501
5487,20141223MIAPHI,1530,1232
5488,20141223OKCPOR,1573,1655
5489,20141223PHODAL,1538,1613
5490,20141223LALGSW,1382,1711
5491,20141225NYKWAS,1370,1557
5492,20141225SASOKC,1666,1563
5493,20141225MIACLE,1512,1505
5494,20141225CHILAL,1633,1398
5495,20141225LACGSW,1646,1695
5496,20141226BOSBRK,1356,1490
5497,20141226ORLCLE,1331,1498
5498,20141226ATLMIL,1594,1394
5499,20141226DETIND,1283,1482
5500,20141226MEMHOU,1676,1658
5501,20141226NOPSAS,1494,1650
5502,20141226DALLAL,1603,1395
5503,20141226DENMIN,1493,1370
5504,20141226PORPHI,1665,1250
5505,20141226SACPHO,1408,1547
5506,20141227LACTOR,1654,1604
5507,20141227WASBOS,1565,1347
5508,20141227MIAMEM,1519,1663
5509,20141227BRKIND,1499,1470
5510,20141227CHINOP,1635,1505
5511,20141227MILATL,1411,1577
5512,20141227UTAPHI,1384,1249
5513,20141227SACNYK,1399,1362
5514,20141227GSWMIN,1687,1366
5515,20141228CLEDET,1506,1295
5516,20141228SASHOU,1639,1671
5517,20141228DALOKC,1606,1578
5518,20141228DENTOR,1497,1618
5519,20141228PORNYK,1666,1356
5520,20141228LALPHO,1392,1556
5521,20141229INDCHI,1483,1639
5522,20141229BRKSAC,1485,1406
5523,20141229MIAORL,1510,1323
5524,20141229HOUWAS,1663,1567
5525,20141229LACUTA,1640,1388
5526,20141230ORLDET,1340,1313
5527,20141230ATLCLE,1585,1489
5528,20141230CHIBRK,1648,1490
5529,20141230MEMSAS,1672,1647
5530,20141230NOPPHO,1501,1564
5531,20141230DALWAS,1613,1582
5532,20141230DENLAL,1488,1384
5533,20141230UTAMIN,1386,1364
5534,20141230PORTOR,1668,1628
5535,20141230GSWPHI,1688,1245
5536,20141231BOSSAC,1344,1400
5537,20141231INDMIA,1475,1493
5538,20141231LACNYK,1642,1354
5539,20141231CLEMIL,1484,1403
5540,20141231SASNOP,1640,1510
5541,20141231OKCPHO,1572,1555
5542,20150101CHIDEN,1631,1472
5543,20150101MINSAC,1358,1392
5544,20150102ORLBRK,1327,1507
5545,20150102BOSDAL,1353,1619
5546,20150102NYKDET,1352,1326
5547,20150102NOPHOU,1506,1648
5548,20150102OKCWAS,1578,1576
5549,20150102MILIND,1418,1483
5550,20150102PHOPHI,1549,1244
5551,20150102UTAATL,1392,1590
5552,20150102GSWTOR,1689,1622
5553,20150102LALMEM,1399,1678
5554,20150103CHIBOS,1635,1348
5555,20150103HOUMIA,1637,1486
5556,20150103MINUTA,1346,1385
5557,20150103SASWAS,1644,1569
5558,20150103DENMEM,1469,1683
5559,20150103PORATL,1674,1597
5560,20150103LACPHI,1644,1242
5561,20150104CLEDAL,1469,1625
5562,20150104DETSAC,1340,1404
5563,20150104MIABRK,1482,1514
5564,20150104NYKMIL,1339,1407
5565,20150104PHOTOR,1550,1616
5566,20150104LALIND,1394,1494
5567,20150105PHICLE,1241,1461
5568,20150105BRKDAL,1506,1633
5569,20150105CHIHOU,1637,1641
5570,20150105MEMNYK,1670,1328
5571,20150105MINDEN,1334,1482
5572,20150105NOPWAS,1517,1564
5573,20150105UTAIND,1397,1484
5574,20150105PORLAL,1660,1404
5575,20150105GSWOKC,1695,1586
5576,20150105LACATL,1645,1612
5577,20150106MILPHO,1418,1559
5578,20150106SASDET,1650,1349
5579,20150107CLEHOU,1448,1633
5580,20150107PHIMIL,1255,1409
5581,20150107WASNYK,1575,1326
5582,20150107ATLMEM,1626,1672
5583,20150107BRKBOS,1497,1346
5584,20150107CHIUTA,1644,1386
5585,20150107DALDET,1642,1367
5586,20150107DENORL,1491,1319
5587,20150107MINPHO,1325,1568
5588,20150107SACOKC,1395,1581
5589,20150107GSWIND,1699,1494
5590,20150107LACLAL,1632,1402
5591,20150108NYKHOU,1324,1641
5592,20150108PORMIA,1662,1490
5593,20150109INDBOS,1491,1362
5594,20150109BRKPHI,1481,1246
5595,20150109DETATL,1385,1634
5596,20150109NOPMEM,1505,1663
5597,20150109OKCUTA,1569,1404
5598,20150109WASCHI,1577,1627
5599,20150109MILMIN,1417,1319
5600,20150109SASPHO,1632,1574
5601,20150109SACDEN,1407,1494
5602,20150109GSWCLE,1702,1440
5603,20150109LALORL,1399,1315
5604,20150110LACDAL,1634,1624
5605,20150110DETBRK,1379,1463
5606,20150110PHIIND,1264,1495
5607,20150110TORBOS,1607,1358
5608,20150110CHIMIL,1618,1422
5609,20150110HOUUTA,1645,1401
5610,20150110MINSAS,1314,1637
5611,20150110PORORL,1665,1310
5612,20150111ATLWAS,1640,1586
5613,20150111LACMIA,1641,1487
5614,20150111MEMPHO,1652,1569
5615,20150111SACCLE,1397,1438
5616,20150111LALPOR,1404,1667
5617,20150112BOSNOP,1355,1517
5618,20150112BRKHOU,1454,1648
5619,20150112TORDET,1609,1388
5620,20150112CHIORL,1621,1309
5621,20150113INDMIN,1482,1310
5622,20150113PHIATL,1277,1646
5623,20150113WASSAS,1580,1642
5624,20150113PHOCLE,1563,1429
5625,20150113UTAGSW,1398,1704
5626,20150113SACDAL,1405,1618
5627,20150113LALMIA,1399,1503
5628,20150114ORLHOU,1327,1655
5629,20150114BRKMEM,1446,1657
5630,20150114DETNOP,1406,1505
5631,20150114TORPHI,1592,1274
5632,20150114BOSATL,1367,1650
5633,20150114CHIWAS,1603,1589
5634,20150114DENDAL,1504,1624
5635,20150114GSWMIA,1709,1513
5636,20150114PORLAC,1672,1625
5637,20150115MILNYK,1419,1319
5638,20150115HOUOKC,1639,1572
5639,20150115LALCLE,1389,1425
5640,20150116INDDET,1465,1396
5641,20150116ORLMEM,1343,1664
5642,20150116PHINOP,1272,1515
5643,20150116WASBRK,1602,1439
5644,20150116BOSCHI,1362,1590
5645,20150116TORATL,1594,1655
5646,20150116OKCGSW,1567,1712
5647,20150116DALDEN,1614,1515
5648,20150116SASPOR,1633,1658
5649,20150116PHOMIN,1568,1327
5650,20150116UTALAL,1393,1377
5651,20150116SACMIA,1398,1510
5652,20150116LACCLE,1639,1437
5653,20150117DETPHI,1410,1286
5654,20150117BRKWAS,1456,1586
5655,20150117CHIATL,1596,1666
5656,20150117HOUGSW,1645,1701
5657,20150117DENMIN,1510,1324
5658,20150117MEMPOR,1668,1650
5659,20150117SACLAC,1388,1622
5660,20150118TORNOP,1583,1501
5661,20150118ORLOKC,1339,1578
5662,20150118SASUTA,1641,1400
5663,20150119WASPHI,1595,1282
5664,20150119ATLDET,1677,1414
5665,20150119LACBOS,1628,1355
5666,20150119GSWDEN,1712,1493
5667,20150119MEMDAL,1675,1619
5668,20150119HOUIND,1634,1451
5669,20150119NYKNOP,1315,1516
5670,20150119CLECHI,1454,1585
5671,20150119MILTOR,1424,1568
5672,20150119PHOLAL,1570,1370
5673,20150119PORSAC,1644,1382
5674,20150120MIAOKC,1519,1584
5675,20150120DENSAS,1491,1643
5676,20150121CLEUTA,1465,1398
5677,20150121PHINYK,1280,1327
5678,20150121ATLIND,1679,1447
5679,20150121DETORL,1412,1332
5680,20150121MEMTOR,1661,1577
5681,20150121MINDAL,1341,1633
5682,20150121NOPLAL,1503,1367
5683,20150121WASOKC,1597,1595
5684,20150121PHOPOR,1573,1646
5685,20150121SACBRK,1380,1447
5686,20150121GSWHOU,1715,1637
5687,20150122CHISAS,1574,1652
5688,20150122MILUTA,1415,1392
5689,20150122PORBOS,1637,1353
5690,20150122LACBRK,1630,1458
5691,20150123PHITOR,1268,1572
5692,20150123ATLOKC,1681,1608
5693,20150123MIAIND,1508,1445
5694,20150123NYKORL,1339,1327
5695,20150123DALCHI,1638,1584
5696,20150123MINNOP,1336,1507
5697,20150123SASLAL,1642,1363
5698,20150123DENBOS,1482,1371
5699,20150123PHOHOU,1582,1632
5700,20150123GSWSAC,1720,1369
5701,20150124MILDET,1402,1417
5702,20150124MEMPHI,1666,1264
5703,20150124UTABRK,1406,1454
5704,20150124PORWAS,1619,1584
5705,20150125CHIMIA,1598,1514
5706,20150125CLEOKC,1471,1603
5707,20150125ATLMIN,1687,1328
5708,20150125NOPDAL,1515,1624
5709,20150125ORLIND,1320,1439
5710,20150125PHOLAC,1571,1634
5711,20150125SASMIL,1644,1409
5712,20150125TORDET,1576,1410
5713,20150125DENWAS,1467,1578
5714,20150125GSWBOS,1722,1387
5715,20150125LALHOU,1361,1643
5716,20150126MEMORL,1667,1311
5717,20150126NOPPHI,1526,1263
5718,20150126OKCMIN,1592,1327
5719,20150126UTABOS,1414,1385
5720,20150126LACDEN,1645,1457
5721,20150127INDTOR,1449,1580
5722,20150127DETCLE,1406,1481
5723,20150127MIAMIL,1529,1407
5724,20150127DALMEM,1613,1668
5725,20150127GSWCHI,1723,1583
5726,20150127LALWAS,1356,1587
5727,20150128CLEPOR,1492,1625
5728,20150128PHIDET,1260,1396
5729,20150128TORSAC,1589,1368
5730,20150128ATLBRK,1688,1446
5731,20150128HOUDAL,1648,1602
5732,20150128MINBOS,1324,1399
5733,20150128NOPDEN,1528,1454
5734,20150128NYKOKC,1346,1594
5735,20150128UTALAC,1401,1648
5736,20150128PHOWAS,1560,1594
5737,20150129INDNYK,1439,1360
5738,20150129ORLMIL,1309,1422
5739,20150129MEMDEN,1679,1468
5740,20150129LALCHI,1350,1599
5741,20150130PHIMIN,1271,1334
5742,20150130ATLPOR,1691,1614
5743,20150130BOSHOU,1389,1654
5744,20150130BRKTOR,1443,1592
5745,20150130CLESAC,1503,1365
5746,20150130MIADAL,1513,1596
5747,20150130NOPLAC,1513,1654
5748,20150130UTAGSW,1395,1707
5749,20150130PHOCHI,1568,1585
5750,20150131INDSAC,1445,1361
5751,20150131ORLDAL,1300,1607
5752,20150131WASTOR,1586,1600
5753,20150131ATLPHI,1696,1280
5754,20150131DETHOU,1385,1660
5755,20150131MEMOKC,1682,1580
5756,20150131MINCLE,1325,1507
5757,20150131MILPOR,1432,1609
5758,20150131SASLAC,1647,1643
5759,20150131GSWPHO,1692,1576
5760,20150201BOSMIA,1384,1503
5761,20150201NYKLAL,1355,1364
5762,20150202CLEPHI,1515,1279
5763,20150202BRKLAC,1435,1656
5764,20150202TORMIL,1613,1444
5765,20150202NOPATL,1524,1697
5766,20150202OKCORL,1575,1295
5767,20150202DALMIN,1611,1317
5768,20150202PHOMEM,1571,1687
5769,20150203PHIDEN,1277,1466
5770,20150203DETMIA,1399,1512
5771,20150203NYKBOS,1362,1374
5772,20150203PORUTA,1597,1410
5773,20150203SACGSW,1376,1696
5774,20150204INDDET,1430,1410
5775,20150204ATLWAS,1685,1573
5776,20150204BOSDEN,1387,1453
5777,20150204TORBRK,1596,1448
5778,20150204HOUCHI,1645,1577
5779,20150204MILLAL,1461,1356
5780,20150204MINMIA,1315,1502
5781,20150204NOPOKC,1536,1577
5782,20150204SASORL,1634,1293
5783,20150204UTAMEM,1407,1697
5784,20150204GSWDAL,1700,1613
5785,20150205CLELAC,1517,1643
5786,20150205SACDAL,1371,1608
5787,20150205PORPHO,1600,1562
5788,20150206BRKNYK,1464,1350
5789,20150206INDCLE,1436,1528
5790,20150206ORLLAL,1292,1351
5791,20150206TORLAC,1580,1632
5792,20150206ATLGSW,1689,1706
5793,20150206BOSPHI,1396,1289
5794,20150206DETDEN,1403,1444
5795,20150206HOUMIL,1651,1465
5796,20150206MINMEM,1328,1702
5797,20150206OKCNOP,1589,1525
5798,20150206PHOUTA,1555,1402
5799,20150206SASMIA,1635,1489
5800,20150207NOPCHI,1539,1572
5801,20150207WASBRK,1569,1469
5802,20150207NYKGSW,1345,1698
5803,20150207DALPOR,1614,1606
5804,20150207MILBOS,1462,1401
5805,20150207UTASAC,1398,1365
5806,20150208OKCLAC,1574,1623
5807,20150208CLELAL,1518,1343
5808,20150208DETMIN,1411,1344
5809,20150208MEMATL,1685,1697
5810,20150208ORLCHI,1300,1584
5811,20150208HOUPOR,1654,1599
5812,20150208TORSAS,1589,1639
5813,20150208SACPHO,1359,1559
5814,20150209INDSAS,1446,1631
5815,20150209PHIGSW,1285,1702
5816,20150209WASORL,1573,1295
5817,20150209MIANYK,1485,1341
5818,20150209MILBRK,1468,1464
5819,20150209MINATL,1359,1690
5820,20150209NOPUTA,1527,1404
5821,20150209DALLAC,1621,1615
5822,20150209DENOKC,1436,1583
5823,20150210CHISAC,1589,1371
5824,20150210MEMBRK,1693,1457
5825,20150210PHOHOU,1546,1640
5826,20150210LALDEN,1339,1427
5827,20150211ORLNYK,1293,1337
5828,20150211BOSATL,1395,1694
5829,20150211DETSAS,1397,1638
5830,20150211TORWAS,1597,1575
5831,20150211CLEMIA,1522,1489
5832,20150211MILSAC,1475,1369
5833,20150211MINGSW,1355,1704
5834,20150211NOPIND,1512,1439
5835,20150211OKCMEM,1592,1695
5836,20150211DALUTA,1608,1420
5837,20150211PORLAL,1613,1329
5838,20150211LACHOU,1628,1650
5839,20150212CHICLE,1592,1528
5840,20150219OKCDAL,1602,1612
5841,20150219LACSAS,1635,1644
5842,20150220ORLNOP,1302,1497
5843,20150220PHIIND,1282,1453
5844,20150220ATLTOR,1679,1604
5845,20150220DETCHI,1391,1597
5846,20150220NYKMIA,1329,1483
5847,20150220MINPHO,1351,1536
5848,20150220WASCLE,1569,1522
5849,20150220DALHOU,1604,1642
5850,20150220MILDEN,1480,1437
5851,20150220UTAPOR,1417,1615
5852,20150220SACBOS,1364,1410
5853,20150220GSWSAS,1708,1637
5854,20150220LALBRK,1327,1454
5855,20150221MIANOP,1491,1484
5856,20150221CHIPHO,1584,1524
5857,20150221HOUTOR,1634,1619
5858,20150221LACSAC,1643,1372
5859,20150222NYKCLE,1321,1536
5860,20150222DETWAS,1404,1555
5861,20150222MILATL,1486,1664
5862,20150222INDGSW,1461,1714
5863,20150222ORLPHI,1314,1274
5864,20150222OKCDEN,1609,1431
5865,20150222PORMEM,1602,1685
5866,20150222LALBOS,1318,1402
5867,20150223MIAPHI,1478,1268
5868,20150223CHIMIL,1590,1478
5869,20150223HOUMIN,1641,1363
5870,20150223NOPTOR,1497,1612
5871,20150223DENBRK,1428,1463
5872,20150223PHOBOS,1518,1392
5873,20150223UTASAS,1430,1632
5874,20150223LACMEM,1645,1696
5875,20150224WASGSW,1543,1700
5876,20150224DETCLE,1415,1543
5877,20150224OKCIND,1612,1475
5878,20150224DALTOR,1612,1601
5879,20150225ORLMIA,1321,1481
5880,20150225ATLDAL,1672,1619
5881,20150225BOSNYK,1408,1314
5882,20150225HOULAC,1643,1634
5883,20150225MILPHI,1473,1265
5884,20150225MINWAS,1361,1535
5885,20150225NOPBRK,1508,1475
5886,20150225DENPHO,1416,1502
5887,20150225UTALAL,1442,1327
5888,20150225SACMEM,1370,1707
5889,20150225PORSAS,1592,1619
5890,20150226CLEGSW,1552,1708
5891,20150226PHOOKC,1513,1617
5892,20150227INDCLE,1471,1564
5893,20150227PHIWAS,1262,1523
5894,20150227ATLORL,1678,1312
5895,20150227DETNYK,1406,1309
5896,20150227TORGSW,1594,1696
5897,20150227CHIMIN,1595,1373
5898,20150227HOUBRK,1650,1469
5899,20150227MEMLAC,1691,1627
5900,20150227NOPMIA,1514,1490
5901,20150227DENUTA,1406,1427
5902,20150227SACSAS,1386,1611
5903,20150227LALMIL,1343,1476
5904,20150227POROKC,1600,1606
5905,20150228WASDET,1509,1391
5906,20150228MIAATL,1483,1679
5907,20150228NYKTOR,1324,1584
5908,20150228MINMEM,1370,1677
5909,20150228DALBRK,1613,1466
5910,20150228PHOSAS,1523,1617
5911,20150228UTAMIL,1439,1465
5912,20150301CHILAC,1597,1641
5913,20150301HOUCLE,1653,1554
5914,20150301BOSGSW,1413,1706
5915,20150301INDPHI,1481,1276
5916,20150301SACPOR,1380,1607
5917,20150301LALOKC,1354,1599
5918,20150301DENNOP,1394,1521
5919,20150302PHITOR,1273,1570
5920,20150302BRKGSW,1482,1711
5921,20150302MIAPHO,1476,1513
5922,20150302MINLAC,1366,1653
5923,20150302DALNOP,1597,1530
5924,20150303CLEBOS,1549,1408
5925,20150303NYKSAC,1338,1373
5926,20150303ATLHOU,1686,1658
5927,20150303CHIWAS,1586,1513
5928,20150303MEMUTA,1681,1447
5929,20150303DENMIL,1384,1457
5930,20150304INDNYK,1484,1326
5931,20150304ORLPHO,1311,1504
5932,20150304BOSUTA,1404,1465
5933,20150304TORCLE,1575,1553
5934,20150304HOUMEM,1651,1664
5935,20150304MIALAL,1484,1348
5936,20150304MINDEN,1361,1394
5937,20150304NOPDET,1524,1386
5938,20150304OKCPHI,1605,1269
5939,20150304SASSAC,1628,1385
5940,20150304GSWMIL,1698,1448
5941,20150304LACPOR,1658,1614
5942,20150305CHIOKC,1591,1607
5943,20150305PORDAL,1628,1603
5944,20150306INDCHI,1488,1599
5945,20150306ORLSAC,1304,1383
5946,20150306PHIUTA,1267,1456
5947,20150306WASMIA,1508,1488
5948,20150306ATLCLE,1693,1567
5949,20150306BRKPHO,1495,1512
5950,20150306HOUDET,1639,1382
5951,20150306MEMLAL,1676,1344
5952,20150306NOPBOS,1528,1413
5953,20150306SASDEN,1630,1405
5954,20150306GSWDAL,1700,1596
5955,20150307NOPMEM,1513,1678
5956,20150307CLEPHO,1562,1524
5957,20150307MIASAC,1481,1373
5958,20150307NYKIND,1323,1498
5959,20150307PHIATL,1260,1697
5960,20150307MINPOR,1349,1634
5961,20150307MILWAS,1446,1514
5962,20150307DENHOU,1403,1641
5963,20150308SASCHI,1633,1588
5964,20150308GSWLAC,1705,1644
5965,20150308BRKUTA,1483,1463
5966,20150308ORLBOS,1313,1428
5967,20150308OKCTOR,1599,1562
5968,20150308LALDAL,1342,1591
5969,20150309ATLSAC,1679,1369
5970,20150309MIABOS,1486,1418
5971,20150309CHIMEM,1582,1666
5972,20150309MILNOP,1455,1525
5973,20150309DENNYK,1397,1315
5974,20150309PHOGSW,1518,1711
5975,20150309LACMIN,1638,1364
5976,20150310INDORL,1506,1323
5977,20150310BRKNOP,1470,1536
5978,20150310DALCLE,1597,1569
5979,20150310SASTOR,1639,1555
5980,20150310UTANYK,1476,1310
5981,20150310LALDET,1336,1380
5982,20150311PHICHI,1277,1572
5983,20150311BOSMEM,1432,1676
5984,20150311MIABRK,1471,1459
5985,20150311MILORL,1444,1320
5986,20150311OKCLAC,1605,1640
5987,20150311DENATL,1402,1681
